pc_number,attachments,text,date,act,precis
2018-0421,36091," PC Number Date Chapter Bill Dept 2018-04212018-04-10, PMO, , , ActPublic Service Employment ActPrecisAppointment of CARL FRIESEN of Whitehorse, Yukon, as a special adviser to the Prime Minister, to serve as an ad hoc territorial member of the Independent Advisory Board for Senate Appointments, to hold office during pleasure for a term of one year.AttachmentsAttachment",2018-04-10,Public Service Employment Act,"Appointment of CARL FRIESEN of Whitehorse, Yukon, as a special adviser to the Prime Minister, to serve as an ad hoc territorial member of the Independent Advisory Board for Senate Appointments, to hold office during pleasure for a term of one year."
2018-0422,36092," PC Number Date Chapter Bill Dept 2018-04222018-04-10, , PMO, , ActPublic Service Employment ActPrecisAppointment of DIANE STRAND of Haines Junction, Yukon, as a special adviser to the Prime Minister, to serve as an ad hoc territorial member of the Independent Advisory Board for Senate Appointments, to hold office during pleasure for a term of one year.AttachmentsAttachment",2018-04-10,Public Service Employment Act,"Appointment of DIANE STRAND of Haines Junction, Yukon, as a special adviser to the Prime Minister, to serve as an ad hoc territorial member of the Independent Advisory Board for Senate Appointments, to hold office during pleasure for a term of one year."
2018-0423,36093," PC Number Date Chapter Bill Dept 2018-04232018-04-10, , , , PMOActPublic Service Employment ActPrecisAppointment of SUSAN DYER KNIGHT of Logy Bay, Newfoundland and Labrador, as a special adviser to the Prime Minister, to serve as an ad hoc provincial member of the Independent Advisory Board for Senate Appointments, to hold office during pleasure for a term of one year.AttachmentsAttachment",2018-04-10,Public Service Employment Act,"Appointment of SUSAN DYER KNIGHT of Logy Bay, Newfoundland and Labrador, as a special adviser to the Prime Minister, to serve as an ad hoc provincial member of the Independent Advisory Board for Senate Appointments, to hold office during pleasure for a term of one year."
2018-0424,36094," PC Number Date Chapter Bill Dept 2018-04242018-04-10, , , PMO, ActPublic Service Employment ActPrecisAppointment of JAMES IGLOLIORTE of St-John's, Newfoundland and Labrador, as a special adviser to the Prime Minister, to serve as an ad hoc provincial member of the Independent Advisory Board for Senate Appointments, to hold office during pleasure for a term of one year.AttachmentsAttachment",2018-04-10,Public Service Employment Act,"Appointment of JAMES IGLOLIORTE of St-John's, Newfoundland and Labrador, as a special adviser to the Prime Minister, to serve as an ad hoc provincial member of the Independent Advisory Board for Senate Appointments, to hold office during pleasure for a term of one year."
2018-0478,36148," PC Number Date Chapter Bill Dept 2018-04782018-05-01, , ND, , ActPublic Service Employment ActPrecisReappointment of HARRY JAMES KOWAL of Ottawa, Ontario, as Special Adviser to the Minister of National Defence, to serve as Principal of the Royal Military College of Canada, to hold office during pleasure for a term of one year, or until such time as a successor is appointed, whichever is earlier, effective August 1, 2018.AttachmentsAttachment",2018-05-01,Public Service Employment Act,"Reappointment of HARRY JAMES KOWAL of Ottawa, Ontario, as Special Adviser to the Minister of National Defence, to serve as Principal of the Royal Military College of Canada, to hold office during pleasure for a term of one year, or until such time as a successor is appointed, whichever is earlier, effective August 1, 2018."
2018-0506,36151," PC Number Date Chapter Bill Dept 2018-05062018-05-07, , , PMOActPublic Service Employment ActPrecisAppointment of GRETA BOSSENMAIER of Ottawa, Ontario, to be National Security and Intelligence Advisor to the Prime Minister, to hold office during pleasure, effective May 23, 2018.AttachmentsAttachment",2018-05-07,Public Service Employment Act,"Appointment of GRETA BOSSENMAIER of Ottawa, Ontario, to be National Security and Intelligence Advisor to the Prime Minister, to hold office during pleasure, effective May 23, 2018."
2018-0594,36259," PC Number Date Chapter Bill Dept 2018-05942018-05-24ActPublic Service Employment ActPrecisAppointment of MARGARET PURDY of Halifax, Nova Scotia, to the position of special adviser to the Minister of National Defence, to serve as a member of the Independent Review Panel for Defence Acquisition, to hold office for a term of three years, effective May 29, 2018.AttachmentsAttachment",2018-05-24,Public Service Employment Act,"Appointment of MARGARET PURDY of Halifax, Nova Scotia, to the position of special adviser to the Minister of National Defence, to serve as a member of the Independent Review Panel for Defence Acquisition, to hold office for a term of three years, effective May 29, 2018."
2018-0595,36260," PC Number Date Chapter Bill Dept 2018-05952018-05-24ActPublic Service Employment ActPrecisReappointment of PHILIPPE LAGASSÉ of Ottawa, Ontario, to the position of special adviser to the Minister of National Defence, to serve as a member of the Independent Review Panel for Defence Acquisition, to hold office for a term of three years, effective May 29, 2018.AttachmentsAttachment",2018-05-24,Public Service Employment Act,"Reappointment of PHILIPPE LAGASSÉ of Ottawa, Ontario, to the position of special adviser to the Minister of National Defence, to serve as a member of the Independent Review Panel for Defence Acquisition, to hold office for a term of three years, effective May 29, 2018."
2018-0596,36261," PC Number Date Chapter Bill Dept 2018-05962018-05-24, , , ActPublic Service Employment ActPrecisAppointment of CHRISTINE TOVEE of Toronto, Ontario, to the position of special adviser to the Minister of National Defence, to serve as a member of the Independent Review Panel for Defence Acquisition, to hold office for a term of four years, effective May 29, 2018.AttachmentsAttachment",2018-05-24,Public Service Employment Act,"Appointment of CHRISTINE TOVEE of Toronto, Ontario, to the position of special adviser to the Minister of National Defence, to serve as a member of the Independent Review Panel for Defence Acquisition, to hold office for a term of four years, effective May 29, 2018."
2018-0627,36345," PC Number Date Chapter Bill Dept 2018-06272018-05-29, PMO, , , ActPublic Service Employment ActPrecisAppointment of LEA MACKENZIE of Chelsea, Quebec, as a special adviser to the Minister of Foreign Affairs, to be styled Special Adviser for Indigenous Issues at the United Nations, in New York, to hold office during pleasure for a term of two years, effective June 18, 2018.AttachmentsAttachment",2018-05-29,Public Service Employment Act,"Appointment of LEA MACKENZIE of Chelsea, Quebec, as a special adviser to the Minister of Foreign Affairs, to be styled Special Adviser for Indigenous Issues at the United Nations, in New York, to hold office during pleasure for a term of two years, effective June 18, 2018."
2018-0628,36346," PC Number Date Chapter Bill Dept 2018-06282018-05-29PMO, , , , ActPublic Service Employment ActPrecisAppointment of VIANNE TIMMONS, O.C., of Regina, Saskatchewan, as a special adviser to the Prime Minister, to serve as an ad hoc provincial member of the Independent Advisory Board for Senate Appointments, to hold office during pleasure for a term of one year.AttachmentsAttachment",2018-05-29,Public Service Employment Act,"Appointment of VIANNE TIMMONS, O.C., of Regina, Saskatchewan, as a special adviser to the Prime Minister, to serve as an ad hoc provincial member of the Independent Advisory Board for Senate Appointments, to hold office during pleasure for a term of one year."
2018-0629,36347," PC Number Date Chapter Bill Dept 2018-06292018-05-29, , PMO, , ActPublic Service Employment ActPrecisAppointment of RIEL FRANCIS BELLEGARDE of Regina, Saskatchewan, as a special adviser to the Prime Minister, to serve as an ad hoc provincial member of the Independent Advisory Board for Senate Appointments, to hold office during pleasure for a term of one year.AttachmentsAttachment",2018-05-29,Public Service Employment Act,"Appointment of RIEL FRANCIS BELLEGARDE of Regina, Saskatchewan, as a special adviser to the Prime Minister, to serve as an ad hoc provincial member of the Independent Advisory Board for Senate Appointments, to hold office during pleasure for a term of one year."
2018-0956,36507," PC Number Date Chapter Bill Dept 2018-09562018-06-26, , , , PMOActPublic Service Employment ActPrecisAppointment of SHELLY BRUCE of Ottawa, Ontario, to be Chief of the Communications Security Establishment, to hold office during pleasure.AttachmentsAttachment",2018-06-26,Public Service Employment Act,"Appointment of SHELLY BRUCE of Ottawa, Ontario, to be Chief of the Communications Security Establishment, to hold office during pleasure."
2018-1030,36674," PC Number Date Chapter Bill Dept 2018-10302018-07-19PMO, , , ActPublic Service Employment ActPrecisReappointment of HUGUETTE LABELLE, C.C., O.Ont., of Ottawa, Ontario, as a special adviser to the Prime Minister, to serve as the Chairperson of the Independent Advisory Board for Senate Appointments, to hold office during pleasure for a term of two years, effective July 19, 2018.AttachmentsAttachment",2018-07-19,Public Service Employment Act,"Reappointment of HUGUETTE LABELLE, C.C., O.Ont., of Ottawa, Ontario, as a special adviser to the Prime Minister, to serve as the Chairperson of the Independent Advisory Board for Senate Appointments, to hold office during pleasure for a term of two years, effective July 19, 2018."
2018-1033,36677," PC Number Date Chapter Bill Dept 2018-10332018-07-22, , , PMOActPublic Service Employment ActPrecisReappointment of ANNE GIARDINI, O.C., Q.C., of Vancouver, British Columbia, as a special adviser to the Prime Minister, to serve as an ad hoc provincial member of the Independent Advisory Board for Senate Appointments, to hold office during pleasure for a term of one year.AttachmentsAttachment",2018-07-22,Public Service Employment Act,"Reappointment of ANNE GIARDINI, O.C., Q.C., of Vancouver, British Columbia, as a special adviser to the Prime Minister, to serve as an ad hoc provincial member of the Independent Advisory Board for Senate Appointments, to hold office during pleasure for a term of one year."
2018-1034,36678," PC Number Date Chapter Bill Dept 2018-10342018-07-22, , , PMO, ActPublic Service Employment ActPrecisReappointment of VIKRAM VIJ of Vancouver, British Columbia, as a special adviser to the Prime Minister, to serve as an ad hoc provincial member of the Independent Advisory Board for Senate Appointments, to hold office during pleasure for a term of one year.AttachmentsAttachment",2018-07-22,Public Service Employment Act,"Reappointment of VIKRAM VIJ of Vancouver, British Columbia, as a special adviser to the Prime Minister, to serve as an ad hoc provincial member of the Independent Advisory Board for Senate Appointments, to hold office during pleasure for a term of one year."
2018-1035,36679," PC Number Date Chapter Bill Dept 2018-10352018-07-22PMO, , , , ActPublic Service Employment ActPrecisAppointment of KAREN MACKENZIE of Edmonton, Alberta, to be a special adviser to the Prime Minister, to serve as an ad hoc provincial member of the Independent Advisory Board for Senate Appointments, to hold office during pleasure for a term of one year.AttachmentsAttachment",2018-07-22,Public Service Employment Act,"Appointment of KAREN MACKENZIE of Edmonton, Alberta, to be a special adviser to the Prime Minister, to serve as an ad hoc provincial member of the Independent Advisory Board for Senate Appointments, to hold office during pleasure for a term of one year."
2018-1036,36680," PC Number Date Chapter Bill Dept 2018-10362018-07-22, , , , PMOActPublic Service Employment ActPrecisAppointment of MARGARET ELIZABETH CANNON of Calgary, Alberta, to be a special adviser to the Prime Minister, to serve as an ad hoc provincial member of the Independent Advisory Board for Senate Appointments, to hold office during pleasure for a term of one year.AttachmentsAttachment",2018-07-22,Public Service Employment Act,"Appointment of MARGARET ELIZABETH CANNON of Calgary, Alberta, to be a special adviser to the Prime Minister, to serve as an ad hoc provincial member of the Independent Advisory Board for Senate Appointments, to hold office during pleasure for a term of one year."
2018-1037,36681," PC Number Date Chapter Bill Dept 2018-10372018-07-22, PMO, , , ActPublic Service Employment ActPrecisAppointment of KATHY TSETSO of Fort Simpson, Northwest Territories, to be a special adviser to the Prime Minister, to serve as an ad hoc territorial member of the Independent Advisory Board for Senate Appointment, to hold office during pleasure for a term of one year.AttachmentsAttachment",2018-07-22,Public Service Employment Act,"Appointment of KATHY TSETSO of Fort Simpson, Northwest Territories, to be a special adviser to the Prime Minister, to serve as an ad hoc territorial member of the Independent Advisory Board for Senate Appointment, to hold office during pleasure for a term of one year."
2018-1038,36682," PC Number Date Chapter Bill Dept 2018-10382018-07-22, , PMO, , ActPublic Service Employment ActPrecisAppointment of ROBERT SANDERSON of Fort Smith, Northwest Territories, to be a special adviser to the Prime Minister, to serve as an ad hoc territorial member of the Independent Advisory Board for Senate Appointments, to hold office during pleasure for a term of one year.AttachmentsAttachment",2018-07-22,Public Service Employment Act,"Appointment of ROBERT SANDERSON of Fort Smith, Northwest Territories, to be a special adviser to the Prime Minister, to serve as an ad hoc territorial member of the Independent Advisory Board for Senate Appointments, to hold office during pleasure for a term of one year."
2018-1039,36683," PC Number Date Chapter Bill Dept 2018-10392018-07-22PMO, , , , , ActPublic Service Employment ActPrecisReappointment of JEANNETTE ARSENAULT of Albany, Prince Edward Island, as a special adviser to the Prime Minister, to serve as an ad hoc provincial member of the Independent Advisory Board for Senate Appointments, to hold office during pleasure for a term of one year.AttachmentsAttachment",2018-07-22,Public Service Employment Act,"Reappointment of JEANNETTE ARSENAULT of Albany, Prince Edward Island, as a special adviser to the Prime Minister, to serve as an ad hoc provincial member of the Independent Advisory Board for Senate Appointments, to hold office during pleasure for a term of one year."
2018-1040,36684," PC Number Date Chapter Bill Dept 2018-10402018-07-22, , , PMO, , ActPublic Service Employment ActPrecisAppointment of J. ALLAN SHAW of Bloomfield, Prince Edward Island, to be a special adviser to the Prime Minister, to serve as an ad hoc provincial member of the Independent Advisory Board for Senate Appointments, to hold office during pleasure for a term of one year.AttachmentsAttachment",2018-07-22,Public Service Employment Act,"Appointment of J. ALLAN SHAW of Bloomfield, Prince Edward Island, to be a special adviser to the Prime Minister, to serve as an ad hoc provincial member of the Independent Advisory Board for Senate Appointments, to hold office during pleasure for a term of one year."
2018-1053,36739," PC Number Date Chapter Bill Dept 2018-10532018-08-23, , , , PMO, ActPublic Service Employment ActPrecisAppointment of ANNE MARIE SMART of Ottawa, Ontario, to be Senior Advisor to the Privy Council Office, to hold office during pleasure, effective August 29, 2018.AttachmentsAttachment",2018-08-23,Public Service Employment Act,"Appointment of ANNE MARIE SMART of Ottawa, Ontario, to be Senior Advisor to the Privy Council Office, to hold office during pleasure, effective August 29, 2018."
2018-1085,36767," PC Number Date Chapter Bill Dept 2018-10852018-08-31, , , PMO, ActPublic Service Employment ActPrecisAppointment of LOUISE LEVONIAN of Ottawa, Ontario, to be Senior Advisor to the Privy Council Office, to hold office during pleasure, effective September 4, 2018.AttachmentsAttachment",2018-08-31,Public Service Employment Act,"Appointment of LOUISE LEVONIAN of Ottawa, Ontario, to be Senior Advisor to the Privy Council Office, to hold office during pleasure, effective September 4, 2018."
2018-1167,36846," PC Number Date Chapter Bill Dept 2018-11672018-09-18, ND, DND, , , ActPublic Service Employment ActPrecisAppointment of GREGORY ANNIS LICK of Ottawa, Ontario, to be special adviser to the Minister of National Defence, as Ombudsperson for the Department of National Defence and the Canadian Forces, to hold office during pleasure for a maximum term of eight months or until such time as a new Ombudsperson is appointed, whichever is earlier, effective November 1, 2018.AttachmentsAttachment",2018-09-18,Public Service Employment Act,"Appointment of GREGORY ANNIS LICK of Ottawa, Ontario, to be special adviser to the Minister of National Defence, as Ombudsperson for the Department of National Defence and the Canadian Forces, to hold office during pleasure for a maximum term of eight months or until such time as a new Ombudsperson is appointed, whichever is earlier, effective November 1, 2018."
2018-1173,36852," PC Number Date Chapter Bill Dept 2018-11732018-09-20PMO, , , , ActPublic Service Employment ActPrecisAppointment of HEIDI ILLINGWORTH of North Grenville, Ontario, to be special adviser to the Minister of Justice, to be known as the Federal Ombudsman for Victims of Crime, to hold office during pleasure for a term of three years, effective October 1, 2018.AttachmentsAttachment",2018-09-20,Public Service Employment Act,"Appointment of HEIDI ILLINGWORTH of North Grenville, Ontario, to be special adviser to the Minister of Justice, to be known as the Federal Ombudsman for Victims of Crime, to hold office during pleasure for a term of three years, effective October 1, 2018."
2018-1383,37060," PC Number Date Chapter Bill Dept 2018-13832018-11-08ActPublic Service Employment ActPrecisAppointment of CRAIG DALTON of Oromocto, New Brunswick, to be special adviser to the Minister of Veterans Affairs, as Veterans’ Ombudsman, to hold office for a term of five years, effective November 11, 2018.AttachmentsAttachment",2018-11-08,Public Service Employment Act,"Appointment of CRAIG DALTON of Oromocto, New Brunswick, to be special adviser to the Minister of Veterans Affairs, as Veterans’ Ombudsman, to hold office for a term of five years, effective November 11, 2018."
2018-1524,37210," PC Number Date Chapter Bill Dept 2018-15242018-12-06, , , PMO, ActPublic Service Employment ActPrecisAppointment of ANDREA LYON of Ashton, Ontario, to be Senior Advisor to the Privy Council Office, to hold office during pleasure, effective January 7, 2019.AttachmentsAttachment",2018-12-06,Public Service Employment Act,"Appointment of ANDREA LYON of Ashton, Ontario, to be Senior Advisor to the Privy Council Office, to hold office during pleasure, effective January 7, 2019."
2018-1529,37215," PC Number Date Chapter Bill Dept 2018-15292018-12-06PMO, , , , ActPublic Service Employment ActPrecisAppointment of DAVID MORRISON of Ottawa, Ontario, to be Foreign and Defence Policy Advisor to the Prime Minister and concurrently Personal Representative of the Prime Minister for the G7 Summit, to hold office during pleasure, effective January 7, 2019.AttachmentsAttachment",2018-12-06,Public Service Employment Act,"Appointment of DAVID MORRISON of Ottawa, Ontario, to be Foreign and Defence Policy Advisor to the Prime Minister and concurrently Personal Representative of the Prime Minister for the G7 Summit, to hold office during pleasure, effective January 7, 2019."
2018-1530,37216," PC Number Date Chapter Bill Dept 2018-15302018-12-06, , , PMO, ActPublic Service Employment ActPrecisAppointment of RONALD PARKER of Ottawa, Ontario, to be Senior Advisor to the Privy Council Office, to hold office during pleasure, effective December 17, 2018.AttachmentsAttachment",2018-12-06,Public Service Employment Act,"Appointment of RONALD PARKER of Ottawa, Ontario, to be Senior Advisor to the Privy Council Office, to hold office during pleasure, effective December 17, 2018."
2018-1535,37221," PC Number Date Chapter Bill Dept 2018-15352018-12-06, , , , PMOActPublic Service Employment ActPrecisAppointment of SERGE DUPONT of Gatineau, Quebec, Special Advisor to the Prime Minister, to be known as Senior Executive Advisor, to hold office during pleasure.AttachmentsAttachment",2018-12-06,Public Service Employment Act,"Appointment of SERGE DUPONT of Gatineau, Quebec, Special Advisor to the Prime Minister, to be known as Senior Executive Advisor, to hold office during pleasure."
2019-0007,37324," PC Number Date Chapter Bill Dept 2019-00072019-01-14, , , , PMOActPublic Service Employment ActPrecisAppointment of MARIE LEMAY of Ottawa, Ontario, to be Senior Advisor to the Privy Council Office, to hold office during pleasure, effective January 28, 2019.AttachmentsAttachment",2019-01-14,Public Service Employment Act,"Appointment of MARIE LEMAY of Ottawa, Ontario, to be Senior Advisor to the Privy Council Office, to hold office during pleasure, effective January 28, 2019."
2019-0457,37778," PC Number Date Chapter Bill Dept 2019-04572019-05-09, ND, , , ActPublic Service Employment ActPrecisReappointment of LARRY MURRAY, C.M., of Halifax, Nova Scotia, to the position of special adviser to the Minister of National Defence, to serve as Chairperson of the Independent Review Panel for Defence Acquisition, to hold office for a term of four years, effective May 29, 2019.AttachmentsAttachment",2019-05-09,Public Service Employment Act,"Reappointment of LARRY MURRAY, C.M., of Halifax, Nova Scotia, to the position of special adviser to the Minister of National Defence, to serve as Chairperson of the Independent Review Panel for Defence Acquisition, to hold office for a term of four years, effective May 29, 2019."
2019-0458,37779," PC Number Date Chapter Bill Dept 2019-04582019-05-09, ND, , , ActPublic Service Employment ActPrecisReappointment of MARTIN GAGNÉ of Laval, Quebec, to the position of special adviser to the Minister of National Defence, to serve as a member of the Independent Review Panel for Defence Acquisition, to hold office for a term of four years, effective May 29, 2019.AttachmentsAttachment",2019-05-09,Public Service Employment Act,"Reappointment of MARTIN GAGNÉ of Laval, Quebec, to the position of special adviser to the Minister of National Defence, to serve as a member of the Independent Review Panel for Defence Acquisition, to hold office for a term of four years, effective May 29, 2019."
2019-0499,37838," PC Number Date Chapter Bill Dept 2019-04992019-05-15PMO, , , , ActPublic Service Employment ActPrecisAppointment of the RIGHT HONOURABLE A. KIM CAMPBELL, P.C., C.C., O.B.C., Q.C., Chairperson of the Independent Advisory Board for Supreme Court of Canada Judicial Appointments, to be a special adviser to the Prime Minister, to serve as the Chair of the Independent Advisory Board for Supreme Court of Canada Judicial Appointments for Quebec Seats, to hold office during pleasure for a term of six months.AttachmentsAttachment",2019-05-15,Public Service Employment Act,"Appointment of the RIGHT HONOURABLE A. KIM CAMPBELL, P.C., C.C., O.B.C., Q.C., Chairperson of the Independent Advisory Board for Supreme Court of Canada Judicial Appointments, to be a special adviser to the Prime Minister, to serve as the Chair of the Independent Advisory Board for Supreme Court of Canada Judicial Appointments for Quebec Seats, to hold office during pleasure for a term of six months."
2019-0500,37839," PC Number Date Chapter Bill Dept 2019-05002019-05-15, , , PMO, ActPublic Service Employment ActPrecisAppointment of LILI-ANNA PEREŠA, C.Q., of Mount Royal, Quebec, to be a special adviser to the Prime Minister, to serve as a member of the Independent Advisory Board for Supreme Court of Canada Judicial Appointments for Quebec Seats, to hold office during pleasure for a term of six months.AttachmentsAttachment",2019-05-15,Public Service Employment Act,"Appointment of LILI-ANNA PEREŠA, C.Q., of Mount Royal, Quebec, to be a special adviser to the Prime Minister, to serve as a member of the Independent Advisory Board for Supreme Court of Canada Judicial Appointments for Quebec Seats, to hold office during pleasure for a term of six months."
2019-0501,37840," PC Number Date Chapter Bill Dept 2019-05012019-05-15, PMO, , , ActPublic Service Employment ActPrecisAppointment of JOSEPH YVON THÉRIAULT of Mont-Saint-Hilaire, Quebec, to be a special adviser to the Prime Minister, to serve as a member of the Independent Advisory Board for Supreme Court of Canada Judicial Appointments for Quebec Seats, to hold office during pleasure for a term of six months.AttachmentsAttachment",2019-05-15,Public Service Employment Act,"Appointment of JOSEPH YVON THÉRIAULT of Mont-Saint-Hilaire, Quebec, to be a special adviser to the Prime Minister, to serve as a member of the Independent Advisory Board for Supreme Court of Canada Judicial Appointments for Quebec Seats, to hold office during pleasure for a term of six months."
2019-0502,37841," PC Number Date Chapter Bill Dept 2019-05022019-05-15, , PMO, , ActPublic Service Employment ActPrecisAppointment of EUGÉNIE BROUILLET of Québec, Quebec, to be a special adviser to the Prime Minister, to serve as a member of the Independent Advisory Board for Supreme Court of Canada Judicial Appointments for Quebec Seats, to hold office during pleasure for a term of six months.AttachmentsAttachment",2019-05-15,Public Service Employment Act,"Appointment of EUGÉNIE BROUILLET of Québec, Quebec, to be a special adviser to the Prime Minister, to serve as a member of the Independent Advisory Board for Supreme Court of Canada Judicial Appointments for Quebec Seats, to hold office during pleasure for a term of six months."
2019-0503,37842," PC Number Date Chapter Bill Dept 2019-05032019-05-15, PMO, , , ActPublic Service Employment ActPrecisAppointment of HAN-RU ZHOU of Montréal, Quebec, to be a special adviser to the Prime Minister, to serve as a member of the Independent Advisory Board for Supreme Court of Canada Judicial Appointments for Quebec Seats, to hold office during pleasure for a term of six months.AttachmentsAttachment",2019-05-15,Public Service Employment Act,"Appointment of HAN-RU ZHOU of Montréal, Quebec, to be a special adviser to the Prime Minister, to serve as a member of the Independent Advisory Board for Supreme Court of Canada Judicial Appointments for Quebec Seats, to hold office during pleasure for a term of six months."
2019-0504,37843," PC Number Date Chapter Bill Dept 2019-05042019-05-15, , PMO, , ActPublic Service Employment ActPrecisAppointment of STEEVES BUJOLD of Montréal, Quebec, to be a special adviser to the Prime Minister, to serve as a member of the Independent Advisory Board for Supreme Court of Canada Judicial Appointments for Quebec Seats, to hold office during pleasure for a term of six months.AttachmentsAttachment",2019-05-15,Public Service Employment Act,"Appointment of STEEVES BUJOLD of Montréal, Quebec, to be a special adviser to the Prime Minister, to serve as a member of the Independent Advisory Board for Supreme Court of Canada Judicial Appointments for Quebec Seats, to hold office during pleasure for a term of six months."
2019-0505,37844," PC Number Date Chapter Bill Dept 2019-05052019-05-15, , , , PMOActPublic Service Employment ActPrecisAppointment of the HONOURABLE LOUIS LEBEL, C.C., of Québec, Quebec, to be a special adviser to the Prime Minister, to serve as a member of the Independent Advisory Board for Supreme Court of Canada Judicial Appointments for Quebec Seats, to hold office during pleasure for a term of six months.AttachmentsAttachment",2019-05-15,Public Service Employment Act,"Appointment of the HONOURABLE LOUIS LEBEL, C.C., of Québec, Quebec, to be a special adviser to the Prime Minister, to serve as a member of the Independent Advisory Board for Supreme Court of Canada Judicial Appointments for Quebec Seats, to hold office during pleasure for a term of six months."
2019-0506,37845," PC Number Date Chapter Bill Dept 2019-05062019-05-15, , , PMO, ActPublic Service Employment ActPrecisAppointment of CÉLINE LÉVESQUE of Ottawa, Ontario, to be a special adviser to the Prime Minister, to serve as a member of the Independent Advisory Board for Supreme Court of Canada Judicial Appointments for Quebec Seats, to hold office during pleasure for a term of six months.AttachmentsAttachment",2019-05-15,Public Service Employment Act,"Appointment of CÉLINE LÉVESQUE of Ottawa, Ontario, to be a special adviser to the Prime Minister, to serve as a member of the Independent Advisory Board for Supreme Court of Canada Judicial Appointments for Quebec Seats, to hold office during pleasure for a term of six months."
2019-0570,37895," PC Number Date Chapter Bill Dept 2019-05702019-05-21, , , , PMOActPublic Service Employment ActPrecisOrder fixing the remuneration and certain conditions of employment of the Chair and the other members of the Independent Advisory Board for Supreme Court of Canada Judicial Appointments for Quebec seats.AttachmentsAttachment",2019-05-21,Public Service Employment Act,Order fixing the remuneration and certain conditions of employment of the Chair and the other members of the Independent Advisory Board for Supreme Court of Canada Judicial Appointments for Quebec seats.
2019-0738,38098," PC Number Date Chapter Bill Dept 2019-07382019-06-06, , , PMO, ActPublic Service Employment ActPrecisAppointment of MARIA RITA BATTAGLIA of Dorval, Quebec, to be a special adviser to the Prime Minister, to serve as an ad hoc provincial member of the Independent Advisory Board for Senate Appointments, to hold office during pleasure for a term of one year.AttachmentsAttachment",2019-06-06,Public Service Employment Act,"Appointment of MARIA RITA BATTAGLIA of Dorval, Quebec, to be a special adviser to the Prime Minister, to serve as an ad hoc provincial member of the Independent Advisory Board for Senate Appointments, to hold office during pleasure for a term of one year."
2019-0739,38099," PC Number Date Chapter Bill Dept 2019-07392019-06-06, , PMO, , ActPublic Service Employment ActPrecisAppointment of BRUNO MARCHAND of Québec, Quebec, to be a special adviser to the Prime Minister, to serve as an ad hoc provincial member of the Independent Advisory Board for Senate Appointments, to hold office during pleasure for a term of one year.AttachmentsAttachment",2019-06-06,Public Service Employment Act,"Appointment of BRUNO MARCHAND of Québec, Quebec, to be a special adviser to the Prime Minister, to serve as an ad hoc provincial member of the Independent Advisory Board for Senate Appointments, to hold office during pleasure for a term of one year."
2019-0743,38069," PC Number Date Chapter Bill Dept 2019-07432019-06-07, , PMO, , ActPublic Service Employment ActPrecisAppointment of JACQUELINE O’NEILL of Washington, D.C., United States of America, to be a special adviser to the Minister of Foreign Affairs, to serve as an Ambassador for Women, Peace and Security, to hold office during pleasure for a term commencing on July 22, 2019 and ending on December 31, 2022, on a full-time basis.AttachmentsAttachment",2019-06-07,Public Service Employment Act,"Appointment of JACQUELINE O’NEILL of Washington, D.C., United States of America, to be a special adviser to the Minister of Foreign Affairs, to serve as an Ambassador for Women, Peace and Security, to hold office during pleasure for a term commencing on July 22, 2019 and ending on December 31, 2022, on a full-time basis."
2019-1004,38333," PC Number Date Chapter Bill Dept 2019-10042019-07-01, , , , ND, ActPublic Service Employment ActPrecisReappointment of HARRY JAMES KOWAL of Kingston, Ontario, as a special adviser to the Minister of National Defence, to serve as Principal of the Royal Military College of Canada, to hold office during pleasure for a term of five years, effective August 1, 2019.AttachmentsAttachment",2019-07-01,Public Service Employment Act,"Reappointment of HARRY JAMES KOWAL of Kingston, Ontario, as a special adviser to the Minister of National Defence, to serve as Principal of the Royal Military College of Canada, to hold office during pleasure for a term of five years, effective August 1, 2019."
2019-1291,38625," PC Number Date Chapter Bill Dept 2019-12912019-08-28PMO, , , , ActPublic Service Employment ActPrecisAppointment of KEVIN STRINGER of Ottawa, Ontario, to a position within the Royal Canadian Mounted Police with a rank equivalent to associate deputy head, to be styled Chief Administrative Officer of the Royal Canadian Mounted Police, to hold office during pleasure, effective September 16, 2019.AttachmentsAttachment",2019-08-28,Public Service Employment Act,"Appointment of KEVIN STRINGER of Ottawa, Ontario, to a position within the Royal Canadian Mounted Police with a rank equivalent to associate deputy head, to be styled Chief Administrative Officer of the Royal Canadian Mounted Police, to hold office during pleasure, effective September 16, 2019."
2019-1386,38721," PC Number Date Chapter Bill Dept 2019-13862019-12-05PMO, , , , ActPublic Service Employment ActPrecisAppointment of JEFFERY HUTCHINSON of Ottawa, Ontario, to be Senior Advisor to the Privy Council Office, to hold office during pleasure, effective December 9, 2019.AttachmentsAttachment",2019-12-05,Public Service Employment Act,"Appointment of JEFFERY HUTCHINSON of Ottawa, Ontario, to be Senior Advisor to the Privy Council Office, to hold office during pleasure, effective December 9, 2019."
2019-1388,38723," PC Number Date Chapter Bill Dept 2019-13882019-12-05, PMO, , , ActPublic Service Employment ActPrecisAppointment of GINA WILSON of Gatineau, Quebec, to be Senior Advisor to the Privy Council Office, to hold office during pleasure, effective December 11, 2019.AttachmentsAttachment",2019-12-05,Public Service Employment Act,"Appointment of GINA WILSON of Gatineau, Quebec, to be Senior Advisor to the Privy Council Office, to hold office during pleasure, effective December 11, 2019."
